HUGO Symbol	Type	Chromosome	Significance	Freq	% Markers Altered
NDUFS2	Amp	1	0.045183	0.14157	1
NDUFS5	Amp	1	0.16804	0.13258	1
NEK2	Amp	1	0.06475	0.13933	1
NEK7	Amp	1	0.013386	0.14607	1
NENF	Amp	1	0.090074	0.13708	1
NES	Amp	1	0.013386	0.14607	1
NEXN	Amp	1	0.16804	0.13258	1
NFASC	Amp	1	1.528e-010	0.19775	1
NFIA	Amp	1	0.22247	0.13034	0.088889
NFYC	Amp	1	0.16804	0.13258	0.33333
NHLH1	Amp	1	0.090074	0.13708	1
NID1	Amp	1	0.00014642	0.16404	1
NIT1	Amp	1	0.06475	0.13933	1
NME7	Amp	1	0.22247	0.13034	0.95833
NMNAT2	Amp	1	0.090074	0.13708	1
NPHS2	Amp	1	0.12396	0.13483	1
NPL	Amp	1	0.090074	0.13708	1
NPR1	Amp	1	0.0013055	0.1573	1
NR1I3	Amp	1	0.06475	0.13933	1
NR5A2	Amp	1	0.0021617	0.15506	1
NRD1	Amp	1	0.12396	0.13483	1
NSUN4	Amp	1	0.045183	0.13933	1
NT5C1A	Amp	1	0.19526	0.13034	1
NTRK1	Amp	1	0.038011	0.14157	1
NUAK2	Amp	1	9.6388e-008	0.18652	1
NUCKS1	Amp	1	0.0035322	0.15056	1
NUDT17	Amp	1	0.03084	0.14382	1
NUP133	Amp	1	0.22247	0.13034	1
NUP210L	Amp	1	0.0013055	0.1573	1
NVL	Amp	1	0.22247	0.13034	1
OAZ3	Amp	1	0.013386	0.14607	1
OPN3	Amp	1	0.045183	0.14157	1
OPRD1	Amp	1	0.03084	0.14382	1
OPTC	Amp	1	9.6388e-008	0.18652	1
OR10J1	Amp	1	0.22247	0.13034	1
OR2C3	Amp	1	0.045183	0.14157	1
OR2G2	Amp	1	0.045183	0.14157	1
OR2L13	Amp	1	0.013386	0.14607	1
OR2M4	Amp	1	2.0003e-015	0.2382	1
OR2T1	Amp	1	2.0003e-015	0.25169	1
OR2T2	Amp	1	2.0003e-015	0.24494	1
OR14C36	Amp	1	2.0003e-015	0.25393	1
OR6K6	Amp	1	0.16804	0.13258	1
OR6N2	Amp	1	0.16804	0.13258	1
OR6Y1	Amp	1	0.16804	0.13258	1
ORC1	Amp	1	0.090074	0.13708	1
OSBPL9	Amp	1	0.090074	0.13483	1
PABPC4	Amp	1	0.16804	0.13258	1
PAPPA2	Amp	1	0.16804	0.13258	1
PAQR6	Amp	1	0.0007772	0.15955	1
PARP1	Amp	1	0.12396	0.13483	1
PBXIP1	Amp	1	0.0056764	0.15056	1
PCNXL2	Amp	1	0.12396	0.13483	1
CDK18	Amp	1	0.00014642	0.1618	1
PDC	Amp	1	0.090074	0.13708	1
PDZK1	Amp	1	0.12396	0.13483	1
PEA15	Amp	1	0.03084	0.14382	1
PEX11B	Amp	1	0.045183	0.14157	1
PEX19	Amp	1	0.06475	0.13933	1
PFDN2	Amp	1	0.06475	0.13933	1
PFKFB2	Amp	1	0.12396	0.13483	1
PGBD2	Amp	1	0.013386	0.14607	1
PGBD5	Amp	1	0.12396	0.13483	1
PGLYRP3	Amp	1	0.03084	0.14382	1
PGLYRP4	Amp	1	0.03084	0.14382	1
PHACTR4	Amp	1	0.06475	0.13933	1
PHLDA3	Amp	1	0.03084	0.14382	1
PIAS3	Amp	1	0.045183	0.14157	1
PIGM	Amp	1	0.045183	0.14157	1
PIGR	Amp	1	0.090074	0.13708	1
PIK3C2B	Amp	1	2.0003e-015	0.2427	1
PIK3R3	Amp	1	0.0089249	0.14831	1
PI4KB	Amp	1	4.4654e-005	0.16854	1
PIP5K1A	Amp	1	8.1617e-005	0.16629	1
PKLR	Amp	1	0.00045517	0.1618	1
PKP1	Amp	1	0.045183	0.14157	1
PLA2G4A	Amp	1	0.03084	0.14157	1
PLD5	Amp	1	0.013386	0.14382	1
PLEKHA6	Amp	1	2.0003e-015	0.22472	1
PLEKHO1	Amp	1	0.00045517	0.1618	1
PLK3	Amp	1	0.06475	0.13933	1
PLXNA2	Amp	1	0.16804	0.13258	1
PMF1	Amp	1	0.0007772	0.15955	1
PMVK	Amp	1	0.0056764	0.15056	1
POGK	Amp	1	0.22247	0.13034	1
POGZ	Amp	1	0.00014642	0.1618	1
POLR3C	Amp	1	0.03084	0.14382	1
POLR3GL	Amp	1	0.045183	0.14157	1
POMGNT1	Amp	1	0.045183	0.14157	1
POU2F1	Amp	1	0.22247	0.13034	1
PPFIA4	Amp	1	0.0007772	0.15955	1
PPIE	Amp	1	0.22247	0.13034	1
PPOX	Amp	1	0.06475	0.13933	1
PPP1R12B	Amp	1	0.054966	0.13483	1
PPP1R15B	Amp	1	2.0003e-015	0.2427	1
PPP1R8	Amp	1	0.16804	0.13258	1
PPP2R5A	Amp	1	0.045183	0.14157	1
PPT1	Amp	1	0.12396	0.13483	1
PRCC	Amp	1	0.013386	0.14607	1
PRDX1	Amp	1	0.013386	0.14607	1
PRDX6	Amp	1	0.12396	0.13483	1
PRELP	Amp	1	2.0245e-007	0.18427	1
PRG4	Amp	1	0.06475	0.13933	1
ERI3	Amp	1	0.22247	0.12809	0.86667
PRPF3	Amp	1	0.00014642	0.16404	1
PRPF38A	Amp	1	0.090074	0.13708	1
PRRX1	Amp	1	0.22247	0.13034	1
PRUNE	Amp	1	0.00014642	0.16404	1
ZCCHC17	Amp	1	0.22247	0.13034	0.375
PSEN2	Amp	1	0.12396	0.13483	1
PSMA5	Amp	1	0.16804	0.13258	1
PSMB4	Amp	1	0.00014642	0.16404	1
PSMD4	Amp	1	8.1617e-005	0.16629	1
PSRC1	Amp	1	0.22247	0.13034	1
PTAFR	Amp	1	0.045183	0.14157	1
PTCH2	Amp	1	0.054966	0.13933	1
PTGS2	Amp	1	0.045183	0.14157	1
PTP4A2	Amp	1	0.16804	0.13258	1
PTPN7	Amp	1	0.0089249	0.14831	1
PTPRC	Amp	1	0.013386	0.14607	1
PUM1	Amp	1	0.22247	0.13034	0.5
PVRL4	Amp	1	0.06475	0.13933	1
PYCR2	Amp	1	0.06475	0.13933	1
PYGO2	Amp	1	0.0056764	0.15056	1
PYHIN1	Amp	1	0.16804	0.13258	1
QSOX1	Amp	1	0.090074	0.13708	1
RAB13	Amp	1	0.0013055	0.1573	1
RAB25	Amp	1	0.00045517	0.1618	1
RAB3B	Amp	1	0.12396	0.13483	1
RAB42	Amp	1	0.045183	0.14157	1
RAB4A	Amp	1	0.22247	0.13034	1
RAB7L1	Amp	1	0.0056764	0.15056	1
RABGAP1L	Amp	1	0.03084	0.14382	1
RABIF	Amp	1	0.0007772	0.15955	1
RAD54L	Amp	1	0.045183	0.14157	1
SLC50A1	Amp	1	0.0035322	0.15281	1
RALGPS2	Amp	1	0.090074	0.13708	1
RASAL2	Amp	1	0.12396	0.13483	1
RASSF5	Amp	1	0.06475	0.13933	1
RBBP4	Amp	1	0.22247	0.13034	0.25
RBBP5	Amp	1	1.528e-010	0.2	1
RBM8A	Amp	1	0.045183	0.14157	1
RC3H1	Amp	1	0.03084	0.14382	1
RCC1	Amp	1	0.045183	0.13933	1
RCOR3	Amp	1	0.090074	0.13708	1
REN	Amp	1	3.4903e-014	0.22022	1
RFWD2	Amp	1	0.090074	0.13708	1
RFX5	Amp	1	8.1617e-005	0.16629	1
RGL1	Amp	1	0.045183	0.14157	1
RGS1	Amp	1	0.013386	0.14607	1
RGS13	Amp	1	0.013386	0.14607	1
RGS16	Amp	1	0.090074	0.13708	1
RGS18	Amp	1	0.013386	0.14607	1
RGS2	Amp	1	0.013386	0.14607	1
RGS21	Amp	1	0.013386	0.14607	1
RGS7	Amp	1	0.0089249	0.14831	1
RGS8	Amp	1	0.090074	0.13708	1
RGSL1	Amp	1	0.090074	0.13708	1
RGSL1	Amp	1	0.090074	0.13708	1
RHBDL2	Amp	1	0.12396	0.13483	1
RHBG	Amp	1	0.00061619	0.15955	1
RHOU	Amp	1	0.22247	0.13034	1
RIMS3	Amp	1	0.16804	0.13258	1
DSTYK	Amp	1	4.2946e-009	0.19326	1
RIT1	Amp	1	0.00014642	0.16404	1
RLF	Amp	1	0.12396	0.13483	1
RNASEL	Amp	1	0.090074	0.13708	1
RNF11	Amp	1	0.12396	0.13483	1
RNF2	Amp	1	0.090074	0.13708	1
RNPEP	Amp	1	0.0089249	0.14831	1
RORC	Amp	1	0.013386	0.14607	1
RPA2	Amp	1	0.12396	0.13483	1
MAP7D1	Amp	1	0.22247	0.13034	1
RPS27	Amp	1	0.0013055	0.1573	1
RPS6KC1	Amp	1	0.090074	0.13708	1
RPS8	Amp	1	0.06475	0.13933	1
RRAGC	Amp	1	0.16804	0.13258	1
RUSC1	Amp	1	0.00014642	0.16404	1
RXFP4	Amp	1	8.1617e-005	0.16629	1
RYR2	Amp	1	0.0056764	0.14607	1
S100A10	Amp	1	0.03084	0.14382	1
S100A11	Amp	1	0.03084	0.14382	1
S100A12	Amp	1	0.03084	0.14382	1
S100A13	Amp	1	0.0013055	0.1573	1
S100A14	Amp	1	0.0013055	0.1573	1
S100A16	Amp	1	0.0013055	0.1573	1
S100A2	Amp	1	0.0021617	0.15506	1
S100A5	Amp	1	0.0021617	0.15506	1
S100A7	Amp	1	0.0089249	0.14831	1
S100A7A	Amp	1	0.03084	0.14382	1
S100A8	Amp	1	0.03084	0.14382	1
S100A9	Amp	1	0.03084	0.14382	1
S100PBP	Amp	1	0.22247	0.13034	1
ADCY10	Amp	1	0.22247	0.13034	0.6
SARS	Amp	1	0.16804	0.13258	1
SCAMP3	Amp	1	0.0007772	0.15955	1
SCCPDH	Amp	1	0.03084	0.14382	1
SCNM1	Amp	1	8.1617e-005	0.16629	1
SCP2	Amp	1	0.16804	0.13034	0.5
GORAB	Amp	1	0.16804	0.13258	1
SCYL3	Amp	1	0.22247	0.13034	1
SDCCAG8	Amp	1	0.0021617	0.15506	1
SDHC	Amp	1	0.06475	0.13933	1
SELE	Amp	1	0.22247	0.13034	1
SELENBP1	Amp	1	0.00014642	0.16404	1
SELL	Amp	1	0.22247	0.13034	1
SELP	Amp	1	0.22247	0.13034	1
SEMA4A	Amp	1	0.00045517	0.15955	1
SEMA6C	Amp	1	8.1617e-005	0.16629	1
SERPINC1	Amp	1	0.03084	0.14382	1
SESN2	Amp	1	0.06475	0.13933	1
SETDB1	Amp	1	8.1617e-005	0.16629	1
SF3B4	Amp	1	0.0056764	0.15056	1
SRSF4	Amp	1	0.090074	0.13708	1
SFT2D2	Amp	1	0.22247	0.13034	1
SH2D2A	Amp	1	0.013386	0.14382	1
SH3BP5L	Amp	1	0.0089249	0.14831	1
SHC1	Amp	1	0.0056764	0.15056	1
SHE	Amp	1	0.0021617	0.15506	1
SIPA1L2	Amp	1	0.16804	0.13258	1
SLAMF1	Amp	1	0.16804	0.13258	1
SLAMF6	Amp	1	0.12396	0.13483	1
SLAMF7	Amp	1	0.16804	0.13258	1
SLAMF8	Amp	1	0.12396	0.13483	1
SLAMF9	Amp	1	0.06475	0.13933	1
SLC16A1	Amp	1	0.22247	0.13034	1
SLC19A2	Amp	1	0.19526	0.13034	1
SLC26A9	Amp	1	0.038011	0.14157	1
SLC27A3	Amp	1	0.0013055	0.1573	1
SLC30A1	Amp	1	0.06475	0.13933	1
SLC35A3	Amp	1	0.22247	0.13034	1
SLC35F3	Amp	1	0.12396	0.13483	1
SLC39A1	Amp	1	0.0021617	0.15506	1
SLC41A1	Amp	1	0.03084	0.14382	1
SLC45A3	Amp	1	0.0021617	0.15506	1
SLC6A9	Amp	1	0.16804	0.13258	1
SLC9A11	Amp	1	0.090074	0.13708	1
SMAP2	Amp	1	0.12396	0.13483	1
SMCP	Amp	1	0.06475	0.13933	1
SMG5	Amp	1	0.0007772	0.15955	1
SMG7	Amp	1	0.045183	0.14157	1
SMPDL3B	Amp	1	0.12396	0.13483	1
SMYD3	Amp	1	0.090074	0.13708	1
SNAPIN	Amp	1	0.0013055	0.1573	1
BATF3	Amp	1	0.090074	0.13708	1
SNRPE	Amp	1	2.661e-011	0.20674	1
SNX27	Amp	1	0.0007772	0.1573	1
SOAT1	Amp	1	0.090074	0.13708	1
SORT1	Amp	1	0.22247	0.13034	1
SOX13	Amp	1	2.6087e-013	0.21798	1
SPATA6	Amp	1	0.22247	0.13034	0.27778
SPEN	Amp	1	0.22247	0.13034	0.5
SPOCD1	Amp	1	0.22247	0.13034	0.5
SPRR1A	Amp	1	0.06475	0.13933	1
SPRR1B	Amp	1	0.06475	0.13933	1
SPRR2C	Amp	1	0.06475	0.13933	1
SPRR2D	Amp	1	0.06475	0.13933	1
SPRR3	Amp	1	0.06475	0.13933	1
SPRR4	Amp	1	0.06475	0.13933	1
SPTA1	Amp	1	0.16804	0.13258	1
SRGAP2	Amp	1	0.090074	0.13708	1
SRP9	Amp	1	0.12396	0.13483	1
SSR2	Amp	1	0.00014642	0.16404	1
ST3GAL3	Amp	1	0.22247	0.13034	0.30435
STIL	Amp	1	0.16804	0.13258	1
STK40	Amp	1	0.22247	0.13034	1
STX12	Amp	1	0.16804	0.13258	1
STX6	Amp	1	0.12396	0.13483	1
SV2A	Amp	1	0.013386	0.14607	1
SYNC	Amp	1	0.22247	0.13034	1
SYPL2	Amp	1	0.22247	0.13034	1
SYT11	Amp	1	0.00011402	0.16404	1
SYT14	Amp	1	0.22247	0.13034	1
SYT2	Amp	1	0.03084	0.14382	1
TADA1	Amp	1	0.22247	0.13034	1
TAF12	Amp	1	0.045183	0.14157	1
TAF5L	Amp	1	0.22247	0.13034	1
TAGLN2	Amp	1	0.06475	0.13933	1
TARBP1	Amp	1	0.090074	0.13708	1
TARS2	Amp	1	0.00014642	0.16404	1
TBCE	Amp	1	8.1617e-005	0.16404	1
TBX19	Amp	1	0.22247	0.13034	1
TCHHL1	Amp	1	0.03084	0.14382	1
TDRD10	Amp	1	0.0028469	0.15281	1
TDRD5	Amp	1	0.12396	0.13483	1
TDRKH	Amp	1	0.013386	0.14607	1
TEDDM1	Amp	1	0.090074	0.13708	1
TEKT2	Amp	1	0.19526	0.13034	1
TESK2	Amp	1	0.013386	0.14607	1
TFB2M	Amp	1	0.03084	0.14157	1
THBS3	Amp	1	0.0013055	0.1573	1
THEM4	Amp	1	0.013386	0.14607	1
THEM5	Amp	1	0.013386	0.14607	1
THRAP3	Amp	1	0.12396	0.13258	1
TIMM17A	Amp	1	0.0089249	0.14831	1
TIPRL	Amp	1	0.22247	0.13034	1
TM2D1	Amp	1	0.22247	0.13034	1
TMCC2	Amp	1	2.0934e-008	0.19101	1
TMCO1	Amp	1	0.12396	0.13483	1
TMCO2	Amp	1	0.090074	0.13708	1
TMEM39B	Amp	1	0.12396	0.13483	1
TMEM53	Amp	1	0.090074	0.13708	1
TMEM54	Amp	1	0.22247	0.13034	1
SHISA4	Amp	1	0.0056764	0.15056	1
TMEM63A	Amp	1	0.12396	0.13483	1
TMEM69	Amp	1	0.013386	0.14607	1
TMEM79	Amp	1	0.00045517	0.15955	1
TMEM9	Amp	1	0.013386	0.14607	1
TMOD4	Amp	1	8.1617e-005	0.16629	1
TNFAIP8L2	Amp	1	8.1617e-005	0.16629	1
TNFSF18	Amp	1	0.16804	0.13258	1
TNFSF4	Amp	1	0.12396	0.13483	1
TNN	Amp	1	0.16804	0.13258	1
TNNI1	Amp	1	0.03084	0.14382	1
TNNT2	Amp	1	0.045183	0.14157	1
TNR	Amp	1	0.22247	0.13034	1
CELF3	Amp	1	0.0056764	0.14831	1
TOE1	Amp	1	0.013386	0.14607	1
TOMM20	Amp	1	0.0007772	0.15955	1
TOMM40L	Amp	1	0.06475	0.13933	1
TOR1AIP1	Amp	1	0.090074	0.13708	1
TOR1AIP2	Amp	1	0.12396	0.13483	1
TOR3A	Amp	1	0.090074	0.13708	1
TPM3	Amp	1	0.0013055	0.1573	1
TPR	Amp	1	0.06475	0.13933	1
TRAF3IP3	Amp	1	0.22247	0.13034	1
TRAF5	Amp	1	0.090074	0.13708	1
TRAPPC3	Amp	1	0.22247	0.13034	1
TRIM46	Amp	1	0.0017336	0.15506	1
TRIM58	Amp	1	0.013386	0.14607	1
TRIM62	Amp	1	0.22247	0.13034	1
TRIM67	Amp	1	0.090074	0.13708	1
TRIT1	Amp	1	0.146	0.13483	1
TROVE2	Amp	1	0.013386	0.14607	1
TRNAU1AP	Amp	1	0.045183	0.14157	1
TSNAX	Amp	1	0.12396	0.13483	1
TSPAN1	Amp	1	0.03084	0.14382	1
TTC13	Amp	1	0.045183	0.14157	1
TUFT1	Amp	1	0.0007772	0.15955	1
TXLNA	Amp	1	0.22247	0.12809	1
TXNDC12	Amp	1	0.12396	0.13483	1
TXNIP	Amp	1	0.045183	0.14157	1
DNAJB4	Amp	1	0.22247	0.13034	1
UBAP2L	Amp	1	0.0007772	0.15955	1
UBE2Q1	Amp	1	0.0035322	0.15281	1
UBE2T	Amp	1	0.03084	0.14382	1
UBQLN4	Amp	1	0.00045517	0.1618	1
UCHL5	Amp	1	0.013386	0.14607	1
UCK2	Amp	1	0.22247	0.13034	0.875
UFC1	Amp	1	0.06475	0.13933	1
UQCRH	Amp	1	0.045183	0.14157	1
UROD	Amp	1	0.045183	0.14157	1
USF1	Amp	1	0.06475	0.13933	1
USP1	Amp	1	0.16804	0.13258	1
USP21	Amp	1	0.06475	0.13933	1
USP33	Amp	1	0.16804	0.13258	1
VAMP4	Amp	1	0.22247	0.13034	1
VANGL2	Amp	1	0.12396	0.13483	1
BEST4	Amp	1	0.06475	0.13933	1
VN1R5	Amp	1	0.03084	0.14382	1
VPS45	Amp	1	0.0013055	0.1573	1
VPS72	Amp	1	8.1617e-005	0.16629	1
WDR26	Amp	1	0.22247	0.13034	0.85714
DCAF8	Amp	1	0.054966	0.13933	1
WDR64	Amp	1	0.045183	0.13933	1
TNR	Amp	1	0.22247	0.13034	1
XCL1	Amp	1	0.22247	0.13034	1
XKR8	Amp	1	0.12396	0.13483	1
XPR1	Amp	1	0.090074	0.13708	1
PTPRC	Amp	1	0.013386	0.14607	1
YARS	Amp	1	0.22247	0.13034	1
YOD1	Amp	1	0.090074	0.13708	1
YTHDF2	Amp	1	0.03084	0.14382	1
YY1AP1	Amp	1	2.4083e-005	0.17079	1
OTUD7B	Amp	1	0.0035322	0.15056	1
ZBTB37	Amp	1	0.03084	0.14382	1
ZBTB41	Amp	1	0.013386	0.14607	1
ZBTB8A	Amp	1	0.22247	0.13034	0.625
ZC3H11A	Amp	1	2.661e-011	0.20449	1
ZCCHC11	Amp	1	0.06475	0.13933	1
ZFYVE9	Amp	1	0.090074	0.13708	1
ZMPSTE24	Amp	1	0.12396	0.13483	1
ZNF124	Amp	1	0.038011	0.14157	1
ZNF238	Amp	1	0.0013055	0.1573	1
ZNF281	Amp	1	0.0013055	0.1573	1
RNF115	Amp	1	0.06475	0.13933	1
ZNF496	Amp	1	0.03084	0.14382	1
ZNF642	Amp	1	0.16804	0.13258	1
ZNF643	Amp	1	0.16804	0.13258	1
ZNF648	Amp	1	0.090074	0.13708	1
ZNF669	Amp	1	0.03084	0.14382	1
ZNF670	Amp	1	0.013386	0.14607	1
ZNF672	Amp	1	0.0089249	0.14831	1
ZNF678	Amp	1	0.22247	0.13034	1
ZNF684	Amp	1	0.16804	0.13258	1
ZNF687	Amp	1	6.3135e-005	0.16629	1
ZNF692	Amp	1	0.0089249	0.14831	1
ZNF695	Amp	1	0.013386	0.14607	1
ZP4	Amp	1	0.013386	0.14607	1
ZYG11A	Amp	1	0.03084	0.14382	1
ZYG11B	Amp	1	0.03084	0.14382	1
ZZZ3	Amp	1	0.16804	0.13258	0.58333
NCEH1	Amp	3	0.0056764	0.15056	1
ABCC5	Amp	3	0.0021617	0.15506	1
ABCF3	Amp	3	0.0021617	0.15506	1
ACTL6A	Amp	3	4.4654e-005	0.16854	1
AHSG	Amp	3	0.22247	0.13034	1
WDR49	Amp	3	0.045183	0.14157	1
LPP	Amp	3	0.12396	0.13258	1
ALG3	Amp	3	0.0013055	0.1573	1
AP2M1	Amp	3	0.0021617	0.15506	1
ATP11B	Amp	3	0.00045517	0.1618	1
HSP90AA5P	Amp	3	0.0021617	0.15506	1
MAP3K13	Amp	3	0.0089249	0.14831	1
CCDC39	Amp	3	0.0007772	0.15955	1
BCHE	Amp	3	0.06475	0.13933	1
FAM131A	Amp	3	0.0021617	0.15506	1
CHRD	Amp	3	0.0035322	0.15281	1
CLCN2	Amp	3	0.0021617	0.15506	1
CLDN11	Amp	3	0.0056764	0.15056	1
CRYGS	Amp	3	0.16804	0.13258	1
DCUN1D1	Amp	3	0.00045517	0.15955	1
DGKG	Amp	3	0.10702	0.13483	1
DNAJB11	Amp	3	0.16804	0.13258	1
DNAJC19	Amp	3	0.00045517	0.1618	1
DVL3	Amp	3	0.0021617	0.15506	1
ECE2	Amp	3	0.0013055	0.1573	1
ECT2	Amp	3	0.0089249	0.14831	1
EHHADH	Amp	3	0.0056764	0.14831	1
EIF2B5	Amp	3	0.0021617	0.15506	1
EIF4G1	Amp	3	0.0021617	0.15506	1
EIF5A2	Amp	3	0.0089249	0.14831	1
EPHB3	Amp	3	0.0056764	0.15056	1
ETV5	Amp	3	0.045183	0.13933	1
MECOM	Amp	3	0.03084	0.14382	1
FETUB	Amp	3	0.22247	0.13034	1
ZBBX	Amp	3	0.045183	0.14157	1
FNDC3B	Amp	3	0.013386	0.14607	1
FXR1	Amp	3	0.0007772	0.15955	1
GHSR	Amp	3	0.0073006	0.14831	1
GNB4	Amp	3	4.4654e-005	0.16854	1
GOLIM4	Amp	3	0.045183	0.14157	1
GPR160	Amp	3	0.0056764	0.14831	1
HRG	Amp	3	0.22247	0.13034	1
HTR3C	Amp	3	0.0021617	0.15506	1
HTR3D	Amp	3	0.0021617	0.15506	1
HTR3E	Amp	3	0.0021617	0.15506	1
IGF2BP2	Amp	3	0.03084	0.14157	1
KCNMB2	Amp	3	2.4083e-005	0.16854	1
KCNMB3	Amp	3	8.1617e-005	0.16629	1
VPS8	Amp	3	0.0021617	0.15281	1
KLHL24	Amp	3	0.00045517	0.1618	1
KLHL6	Amp	3	0.00045517	0.1618	1
KNG1	Amp	3	0.22247	0.13034	1
LAMP3	Amp	3	0.00014642	0.16404	1
LIPH	Amp	3	0.0089249	0.14831	1
LPP	Amp	3	0.22247	0.13034	0.37037
LRRC31	Amp	3	0.013386	0.14607	1
LRRC34	Amp	3	0.013386	0.14607	1
MAGEF1	Amp	3	0.0035322	0.15281	1
MAP3K13	Amp	3	0.0089249	0.14831	1
MAP6D1	Amp	3	0.0007772	0.15955	1
MASP1	Amp	3	0.22247	0.13034	0.33333
MCCC1	Amp	3	0.00014642	0.16404	1
MCF2L2	Amp	3	0.00014642	0.1618	1
MECOM	Amp	3	0.03084	0.14382	1
MFN1	Amp	3	4.4654e-005	0.16629	1
ECE2	Amp	3	0.0013055	0.1573	1
MRPL47	Amp	3	4.4654e-005	0.16854	1
MUC20	Amp	3	0.0003008	0.15955	0.66667
MYNN	Amp	3	0.013386	0.14607	1
NAALADL2	Amp	3	0.0013055	0.15281	1
NDUFB5	Amp	3	4.4654e-005	0.16854	1
NLGN1	Amp	3	0.0035322	0.15281	1
PARL	Amp	3	0.0007772	0.1573	1
PDCD10	Amp	3	0.045183	0.14157	1
PEX5L	Amp	3	2.4083e-005	0.17079	1
PHC3	Amp	3	0.0035322	0.15056	1
PIK3CA	Amp	3	8.1617e-005	0.16629	1
PLD1	Amp	3	0.013386	0.14607	1
POLR2H	Amp	3	0.0021617	0.15506	1
PRKCI	Amp	3	0.0035322	0.15281	1
PSMD2	Amp	3	0.0021617	0.15506	1
SAMD7	Amp	3	0.013386	0.14607	1
SENP2	Amp	3	0.0089249	0.14831	1
SERPINI1	Amp	3	0.045183	0.14157	1
SERPINI2	Amp	3	0.045183	0.14157	1
TRA2B	Amp	3	0.045183	0.14157	1
SI	Amp	3	0.06475	0.13933	1
SKIL	Amp	3	0.0056764	0.15056	1
SLC2A2	Amp	3	0.0089249	0.14831	1
SLC7A14	Amp	3	0.013386	0.14607	1
SLITRK3	Amp	3	0.06475	0.13933	1
SOX2	Amp	3	1.7188e-006	0.17978	1
SPATA16	Amp	3	0.0089249	0.14831	1
TBCCD1	Amp	3	0.16804	0.13258	1
TBL1XR1	Amp	3	6.3135e-005	0.16629	1
THPO	Amp	3	0.0021617	0.15506	1
SEC62	Amp	3	0.013386	0.14607	1
TMEM41A	Amp	3	0.0089249	0.14831	1
TNFSF10	Amp	3	0.0056764	0.15056	1
TNIK	Amp	3	0.013386	0.14607	1
TTC14	Amp	3	0.0007772	0.15955	1
USP13	Amp	3	4.4654e-005	0.16854	1
WDR49	Amp	3	0.045183	0.14157	1
ZMAT3	Amp	3	1.2755e-005	0.17303	1
YEATS2	Amp	3	0.0007772	0.15955	1
ZNF639	Amp	3	8.1617e-005	0.16629	1
CHIC2	Amp	4	6.4173e-011	0.20449	1
FIP1L1	Amp	4	0.0007772	0.15955	1
GALNTL6	Amp	4	2.0003e-015	0.25393	0.021429
KDR	Amp	4	0.045183	0.14157	1
KIT	Amp	4	8.1617e-005	0.1618	1
LNX1	Amp	4	1.8419e-005	0.16854	1
PDGFRA	Amp	4	6.4173e-011	0.20449	1
SCFD2	Amp	4	0.06475	0.13708	0.82
SRD5A3	Amp	4	0.22247	0.13034	0.5
UGT2B17	Amp	4	2.0003e-015	0.32135	1
NAIP	Amp	5	0.00011402	0.16404	1
BTNL3	Amp	5	0.03084	0.14382	0.5
TPPP	Amp	5	0.22247	0.13034	0.2
ZDHHC11	Amp	5	0.16804	0.12584	0.6
HLA-DRB5	Amp	6	2.0003e-015	0.19101	1
MACC1	Amp	7	2.0003e-015	0.77528	1
AASS	Amp	7	2.0003e-015	0.78427	1
NACAD	Amp	7	2.0003e-015	0.78202	1
TP53TG1	Amp	7	2.0003e-015	0.80225	1
ZNF862	Amp	7	2.0003e-015	0.78202	1
PCLO	Amp	7	2.0003e-015	0.79775	1
KIAA1147	Amp	7	2.0003e-015	0.79551	1
ATXN7L1	Amp	7	2.0003e-015	0.8	1
ANKIB1	Amp	7	2.0003e-015	0.81348	1
INTS1	Amp	7	2.0003e-015	0.78202	1
PLXNA4	Amp	7	2.0003e-015	0.80225	1
ABCA13	Amp	7	2.0003e-015	0.76629	1
ABCB1	Amp	7	2.0003e-015	0.80449	1
ABCB4	Amp	7	2.0003e-015	0.80225	1
ABCB5	Amp	7	2.0003e-015	0.77753	1
ABCB8	Amp	7	2.0003e-015	0.78652	1
ABCF2	Amp	7	2.0003e-015	0.78427	1
ABHD11	Amp	7	2.0003e-015	0.82022	1
ABP1	Amp	7	2.0003e-015	0.77753	1
ACCN3	Amp	7	2.0003e-015	0.78652	1
ACHE	Amp	7	2.0003e-015	0.82247	1
ACN9	Amp	7	2.0003e-015	0.8	1
ACTL6B	Amp	7	2.0003e-015	0.82247	1
ACTR3B	Amp	7	2.0003e-015	0.78652	1
ADAM22	Amp	7	2.0003e-015	0.80449	1
ADCK2	Amp	7	2.0003e-015	0.80449	1
ADCY1	Amp	7	2.0003e-015	0.77303	1
ADCYAP1R1	Amp	7	2.0003e-015	0.79551	1
AEBP1	Amp	7	2.0003e-015	0.78202	1
AGFG2	Amp	7	2.0003e-015	0.82247	1
LMBR1	Amp	7	2.0003e-015	0.78652	1
EPS15P1	Amp	7	2.0003e-015	0.77079	1
HYALP1	Amp	7	2.0003e-015	0.78876	1
AASS	Amp	7	2.0003e-015	0.78427	1
CALN1	Amp	7	2.0003e-015	0.82472	1
OR6W1P	Amp	7	2.0003e-015	0.78427	1
AGBL3	Amp	7	2.0003e-015	0.79551	1
AGR2	Amp	7	2.0003e-015	0.77303	1
AHR	Amp	7	2.0003e-015	0.77079	1
PSPHL	Amp	7	2.0003e-015	0.83596	1
POT1	Amp	7	2.0003e-015	0.78652	1
